datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
2000-09-06,362.29,99601.46000000002,16.900000000000002,99963.75000000001,-0.000248028399251754,0.9996375000000002,0.0006546000000002827
2000-09-07,384.36,99601.46000000002,16.900000000000002,99985.82000000002,0.00022078003276204683,0.9998582000000004,0.0004339000000000981
2000-09-08,365.02,99601.46000000002,16.900000000000002,99966.48000000003,-0.00019342742800920742,0.9996648000000005,0.0006272999999999973
2000-09-11,362.29,99601.46000000002,16.900000000000002,99963.75000000001,-2.7309154028487548e-05,0.9996375000000004,0.0006546000000000607
2000-09-12,358.02,99601.46000000002,16.900000000000002,99959.48000000003,-4.271548436296513e-05,0.9995948000000006,0.0006972999999999008
2000-09-13,359.57,99601.46000000002,16.900000000000002,99961.03000000003,1.5506283145949595e-05,0.9996103000000006,0.0006817999999998436
2000-09-14,352.5,99601.46000000002,16.900000000000002,99953.96000000002,-7.072756253123647e-05,0.9995396000000005,0.0007524999999999338
2000-09-15,342.39000000000004,99601.46000000002,16.900000000000002,99943.85000000002,-0.00010114656787985066,0.9994385000000006,0.0008535999999998989
2000-09-18,376.06,99601.46000000002,16.900000000000002,99977.52000000002,0.0003368891632651305,0.9997752000000005,0.0005168999999999313
2000-09-19,371.59,99601.46000000002,16.900000000000002,99973.05000000002,-4.47100508194076e-05,0.9997305000000005,0.0005615999999999399
2000-09-20,378.46999999999997,99601.46000000002,16.900000000000002,99979.93000000002,6.881854659845921e-05,0.9997993000000007,0.0004927999999997379
2000-09-21,351.44,99601.46000000002,16.900000000000002,99952.90000000002,-0.0002703542601000253,0.9995290000000007,0.0007630999999997945
2000-09-22,323.55,99601.46000000002,16.900000000000002,99925.01000000002,-0.00027903142380059087,0.9992501000000007,0.0010419999999997653
2000-09-25,331.67,99601.46000000002,16.900000000000002,99933.13000000002,8.126093757709896e-05,0.9993313000000007,0.0009607999999997618
2000-09-26,318.9,99601.46000000002,16.900000000000002,99920.36000000002,-0.00012778545013059084,0.9992036000000006,0.0010884999999998257
2000-09-27,0.0,99919.06000000003,18.200000000000003,99919.06000000003,-1.3010361451737396e-05,0.9991906000000007,0.0011014999999997555
2000-09-28,0.0,99919.06000000003,18.200000000000003,99919.06000000003,0.0,0.9991906000000007,0.0011014999999997555
2000-09-29,159.63,99586.09000000003,19.500000000000004,99745.72000000003,-0.00173480415047933,0.9974572000000008,0.0028348999999996405
2000-10-02,0.0,99744.42000000003,20.800000000000004,99744.42000000003,-1.3033140670137833e-05,0.9974442000000008,0.0028478999999996812
2000-10-03,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-04,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-05,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-06,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-09,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-10,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-11,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-12,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-13,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-16,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-17,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-18,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-19,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-20,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-23,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-24,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-25,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-26,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-27,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-30,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-10-31,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-01,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-02,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-03,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-06,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-07,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-08,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-09,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-10,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-13,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-14,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-15,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-16,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-17,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-20,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-21,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-22,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-24,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-27,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-28,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-29,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-11-30,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-01,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-04,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-05,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-06,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-07,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-08,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-11,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-12,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-13,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-14,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-15,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-18,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-19,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-20,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-21,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-22,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-26,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-27,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-28,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2000-12-29,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-02,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-03,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-04,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-05,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-08,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-09,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-10,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-11,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-12,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-16,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-17,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-18,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-19,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-22,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-23,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-24,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-25,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-26,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-29,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-30,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-01-31,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-01,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-02,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-05,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-06,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-07,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-08,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-09,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-12,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-13,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-14,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-15,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-16,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-20,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-21,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-22,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-23,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-26,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-27,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-02-28,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-01,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-02,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-05,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-06,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-07,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-08,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-09,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-12,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-13,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-14,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-15,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-16,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-19,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-20,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-21,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-22,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-23,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-26,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-27,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-28,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-29,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-03-30,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-02,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-03,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-04,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-05,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-06,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-09,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-10,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-11,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-12,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-16,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-17,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
2001-04-18,0.0,99744.42000000003,20.800000000000004,99744.42000000003,0.0,0.9974442000000008,0.0028478999999996812
